timestamp,symbol,side,strength,source
2025-11-07 15:19:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:20:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:21:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:22:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:23:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:24:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:25:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:26:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:27:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:28:00+00:00,META,BUY,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:29:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:30:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:31:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:32:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:33:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:34:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:35:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:36:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:37:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:38:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:39:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:40:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:41:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:42:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:43:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:44:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:45:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:46:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
2025-11-07 15:47:00+00:00,META,SELL,0.5,MovingAverageCrossoverStrategy
