symbol,Datetime,Open,High,Low,Close,Volume,trade_count,vwap
META,2025-11-07 18:20:00+00:00,610.58,610.87,610.35,610.5,31364.0,1438.0,610.649257
META,2025-11-07 18:21:00+00:00,610.5054,610.98,610.4001,610.48,34949.0,1463.0,610.696818
META,2025-11-07 18:22:00+00:00,610.4,610.75,610.02,610.5399,34787.0,1417.0,610.503743
META,2025-11-07 18:23:00+00:00,610.42,610.79,610.2601,610.5338,59181.0,1729.0,610.575569
META,2025-11-07 18:24:00+00:00,610.46,611.14,610.215,611.0336,50242.0,1679.0,610.888524
META,2025-11-07 18:25:00+00:00,611.005,611.8162,610.87,611.5001,46663.0,1651.0,611.521242
META,2025-11-07 18:26:00+00:00,611.6715,612.2385,611.38,612.23,62360.0,1875.0,611.685679
META,2025-11-07 18:27:00+00:00,612.24,612.625,612.0,612.41,70090.0,2008.0,612.319557
META,2025-11-07 18:28:00+00:00,612.41,612.98,612.2444,612.89,41227.0,1481.0,612.592212
META,2025-11-07 18:29:00+00:00,612.98,613.2,612.71,612.8027,55184.0,1868.0,612.968142
META,2025-11-07 18:30:00+00:00,612.845,612.89,612.4027,612.5,49233.0,1730.0,612.669173
META,2025-11-07 18:31:00+00:00,612.465,612.7399,611.78,612.03,41891.0,1773.0,612.262449
META,2025-11-07 18:32:00+00:00,612.115,613.0,612.08,612.8581,66472.0,1857.0,612.548327
META,2025-11-07 18:33:00+00:00,612.76,612.84,612.42,612.6,38306.0,1451.0,612.598005
META,2025-11-07 18:34:00+00:00,612.5201,612.69,612.25,612.4,28289.0,1145.0,612.498641
META,2025-11-07 18:35:00+00:00,612.41,612.59,612.13,612.32,20403.0,1086.0,612.331524
META,2025-11-07 18:36:00+00:00,612.2722,612.37,611.71,612.0639,19966.0,1096.0,612.005621
META,2025-11-07 18:37:00+00:00,612.12,612.7,612.07,612.49,46130.0,1417.0,612.429765
META,2025-11-07 18:38:00+00:00,612.49,613.42,612.245,613.05,79781.0,1889.0,612.846195
META,2025-11-07 18:39:00+00:00,613.17,614.46,613.08,614.295,72619.0,2057.0,613.931081
META,2025-11-07 18:40:00+00:00,614.31,615.03,614.1749,614.2351,83343.0,2352.0,614.661572
META,2025-11-07 18:41:00+00:00,614.24,614.4438,613.845,613.93,47623.0,1567.0,614.200003
META,2025-11-07 18:42:00+00:00,614.0586,614.1468,613.65,613.69,37174.0,1300.0,613.896712
META,2025-11-07 18:43:00+00:00,613.71,614.09,613.5,613.68,36600.0,1332.0,613.771809
META,2025-11-07 18:44:00+00:00,613.6483,613.75,613.2901,613.6,28982.0,1000.0,613.520579
META,2025-11-07 18:45:00+00:00,613.57,613.89,613.28,613.3901,41293.0,1503.0,613.649027
META,2025-11-07 18:46:00+00:00,613.495,613.63,613.38,613.39,30251.0,992.0,613.49389
META,2025-11-07 18:47:00+00:00,613.43,613.48,612.5047,612.52,36235.0,1464.0,613.020347
META,2025-11-07 18:48:00+00:00,612.542,612.73,612.31,612.32,20925.0,989.0,612.530284
META,2025-11-07 18:49:00+00:00,612.365,612.52,611.78,611.86,32802.0,1249.0,612.137159
META,2025-11-07 18:50:00+00:00,611.81,611.9364,611.23,611.684,30077.0,1220.0,611.551237
META,2025-11-07 18:51:00+00:00,611.6312,611.84,611.41,611.84,40023.0,1466.0,611.624839
META,2025-11-07 18:52:00+00:00,611.81,612.21,611.7501,611.97,27678.0,1089.0,612.040348
META,2025-11-07 18:53:00+00:00,611.94,611.94,611.6505,611.82,42284.0,1427.0,611.79189
META,2025-11-07 18:54:00+00:00,611.85,612.5529,611.82,612.5,50801.0,1548.0,612.119874
META,2025-11-07 18:55:00+00:00,612.5035,613.2472,612.4,613.2,56527.0,1459.0,612.639872
META,2025-11-07 18:56:00+00:00,613.18,613.7458,613.0,613.61,29448.0,1033.0,613.243693
META,2025-11-07 18:57:00+00:00,613.6844,613.74,613.03,613.03,32294.0,1136.0,613.395161
META,2025-11-07 18:58:00+00:00,613.16,613.63,613.082,613.6011,19879.0,841.0,613.358375
META,2025-11-07 18:59:00+00:00,613.63,613.8,613.0101,613.09,28791.0,1180.0,613.451297
META,2025-11-07 19:00:00+00:00,613.08,613.29,612.66,613.2716,21690.0,1050.0,612.95648
META,2025-11-07 19:01:00+00:00,613.23,613.62,613.1,613.5,14490.0,804.0,613.345183
META,2025-11-07 19:02:00+00:00,613.505,613.6915,613.28,613.51,17629.0,928.0,613.523043
META,2025-11-07 19:03:00+00:00,613.252,613.63,613.08,613.505,25296.0,935.0,613.343811
META,2025-11-07 19:04:00+00:00,613.56,613.6955,613.21,613.21,16584.0,944.0,613.467808
META,2025-11-07 19:05:00+00:00,613.2,613.3099,612.92,613.245,23163.0,1247.0,613.133264
META,2025-11-07 19:06:00+00:00,613.22,613.54,613.17,613.485,23720.0,1139.0,613.32901
META,2025-11-07 19:07:00+00:00,613.44,614.3299,613.355,614.27,34836.0,1501.0,613.810577
META,2025-11-07 19:08:00+00:00,614.27,614.55,614.265,614.4,42565.0,1521.0,614.397922
META,2025-11-07 19:09:00+00:00,614.3449,614.3525,613.93,614.135,28518.0,1199.0,614.162541
META,2025-11-07 19:10:00+00:00,614.1454,614.211,613.79,613.91,33988.0,1300.0,613.982458
META,2025-11-07 19:11:00+00:00,613.85,614.4,613.78,614.33,26397.0,1087.0,614.139734
META,2025-11-07 19:12:00+00:00,614.32,614.6489,614.26,614.6489,30260.0,1197.0,614.433588
META,2025-11-07 19:13:00+00:00,614.595,614.7701,614.05,614.28,33792.0,1419.0,614.428732
META,2025-11-07 19:14:00+00:00,614.37,614.69,614.2,614.5699,30005.0,1188.0,614.371815
META,2025-11-07 19:15:00+00:00,614.43,614.69,613.9327,614.54,33647.0,1538.0,614.271123
META,2025-11-07 19:16:00+00:00,614.5,614.5,613.75,613.808,43479.0,1336.0,614.311263
META,2025-11-07 19:17:00+00:00,613.826,614.21,613.63,614.085,21508.0,1047.0,613.829017
META,2025-11-07 19:18:00+00:00,614.075,614.4455,613.9491,614.29,26783.0,1099.0,614.18459
META,2025-11-07 19:19:00+00:00,614.26,614.33,613.51,613.64,40661.0,1532.0,613.960803
META,2025-11-07 19:20:00+00:00,613.66,614.21,613.64,614.005,27050.0,1094.0,613.894487
META,2025-11-07 19:21:00+00:00,614.0,614.15,613.71,614.125,27918.0,1083.0,613.924445
META,2025-11-07 19:22:00+00:00,614.135,614.86,614.13,614.545,27858.0,1254.0,614.620402
META,2025-11-07 19:23:00+00:00,614.54,614.86,614.48,614.705,28952.0,1264.0,614.680776
META,2025-11-07 19:24:00+00:00,614.74,615.3899,614.62,614.6691,36677.0,1361.0,614.966054
META,2025-11-07 19:25:00+00:00,614.68,614.68,614.22,614.36,21758.0,920.0,614.381387
META,2025-11-07 19:26:00+00:00,614.36,614.57,614.19,614.365,25907.0,1006.0,614.369222
META,2025-11-07 19:27:00+00:00,614.45,614.608,614.24,614.53,18526.0,950.0,614.423896
META,2025-11-07 19:28:00+00:00,614.525,614.8,614.33,614.465,23918.0,1170.0,614.545799
META,2025-11-07 19:29:00+00:00,614.44,614.94,614.44,614.908,27755.0,957.0,614.655543
META,2025-11-07 19:30:00+00:00,614.92,615.39,614.7001,615.35,37769.0,1420.0,615.018068
META,2025-11-07 19:31:00+00:00,615.345,615.7487,615.3,615.44,54550.0,1613.0,615.492422
META,2025-11-07 19:32:00+00:00,615.445,615.8,615.24,615.56,48599.0,1571.0,615.455217
META,2025-11-07 19:33:00+00:00,615.73,615.95,615.53,615.85,32791.0,1281.0,615.75675
META,2025-11-07 19:34:00+00:00,615.85,616.11,615.54,615.6339,42020.0,1215.0,615.87644
META,2025-11-07 19:35:00+00:00,615.74,616.01,615.58,615.85,28714.0,1351.0,615.801193
META,2025-11-07 19:36:00+00:00,615.875,616.19,615.6201,615.845,31933.0,1341.0,615.940142
META,2025-11-07 19:37:00+00:00,615.75,615.98,615.58,615.82,33692.0,1275.0,615.758742
META,2025-11-07 19:38:00+00:00,615.785,616.4,615.7,616.275,40044.0,1445.0,616.017406
META,2025-11-07 19:39:00+00:00,616.275,616.8,616.26,616.53,65431.0,2063.0,616.566026
META,2025-11-07 19:40:00+00:00,616.57,617.08,616.4701,617.07,43829.0,1416.0,616.832406
META,2025-11-07 19:41:00+00:00,617.03,617.44,616.62,616.7743,57099.0,1927.0,617.12795
META,2025-11-07 19:42:00+00:00,616.71,617.31,616.6304,617.0868,31946.0,1483.0,617.029571
META,2025-11-07 19:43:00+00:00,617.07,617.55,617.07,617.44,38490.0,1445.0,617.374206
META,2025-11-07 19:44:00+00:00,617.38,618.17,617.285,617.94,66838.0,1931.0,617.823838
META,2025-11-07 19:45:00+00:00,617.92,617.9955,617.27,617.425,56451.0,1839.0,617.547272
META,2025-11-07 19:46:00+00:00,617.43,617.99,617.06,617.06,59375.0,1734.0,617.471608
META,2025-11-07 19:47:00+00:00,617.06,617.105,615.5201,616.17,67867.0,2426.0,616.521947
META,2025-11-07 19:48:00+00:00,616.1,616.3899,615.6265,616.3453,43330.0,1711.0,615.99897
META,2025-11-07 19:49:00+00:00,616.2572,616.3399,615.849,616.11,32761.0,1282.0,616.107007
META,2025-11-07 19:50:00+00:00,616.115,616.81,615.83,616.63,33532.0,1388.0,616.394781
META,2025-11-07 19:51:00+00:00,616.64,616.79,616.39,616.6,29087.0,1102.0,616.572007
META,2025-11-07 19:52:00+00:00,616.6703,616.75,616.16,616.66,21371.0,985.0,616.487611
META,2025-11-07 19:53:00+00:00,616.66,617.12,616.655,617.12,23435.0,1080.0,616.923468
META,2025-11-07 19:54:00+00:00,617.1667,618.4,617.09,618.4,36417.0,1399.0,617.701198
META,2025-11-07 19:55:00+00:00,618.315,618.52,617.94,618.06,31383.0,1427.0,618.236337
META,2025-11-07 19:56:00+00:00,618.09,618.93,618.01,618.87,38987.0,1374.0,618.570201
META,2025-11-07 19:57:00+00:00,618.8,619.0,618.4016,618.5,46076.0,1984.0,618.747465
META,2025-11-07 19:58:00+00:00,618.5,618.678,618.3,618.5637,34514.0,1355.0,618.525301
META,2025-11-07 19:59:00+00:00,618.63,619.6,618.575,619.465,78032.0,2049.0,619.179587
META,2025-11-07 20:00:00+00:00,619.48,619.48,618.35,618.63,55748.0,2111.0,618.975337
META,2025-11-07 20:01:00+00:00,618.4801,618.77,617.84,618.25,28526.0,1272.0,618.383605
META,2025-11-07 20:02:00+00:00,618.49,619.15,618.45,619.0835,31632.0,1177.0,618.936882
META,2025-11-07 20:03:00+00:00,619.16,619.47,618.82,619.3,33566.0,1395.0,619.117559
META,2025-11-07 20:04:00+00:00,619.28,619.65,618.92,619.0601,36189.0,1476.0,619.239775
META,2025-11-07 20:05:00+00:00,619.05,619.61,618.87,619.2735,45782.0,1879.0,619.307839
META,2025-11-07 20:06:00+00:00,619.345,619.84,619.1,619.16,53128.0,2048.0,619.425432
META,2025-11-07 20:07:00+00:00,619.15,619.26,618.0,619.01,87232.0,2919.0,618.768483
META,2025-11-07 20:08:00+00:00,619.0,619.4,618.68,619.4,31637.0,1318.0,619.096049
META,2025-11-07 20:09:00+00:00,619.44,619.99,619.28,619.96,55175.0,1793.0,619.688675
META,2025-11-07 20:10:00+00:00,619.99,620.5,619.52,619.955,94227.0,2859.0,619.976679
META,2025-11-07 20:11:00+00:00,620.0,620.1,619.6711,619.82,38465.0,1280.0,619.8784
META,2025-11-07 20:12:00+00:00,619.82,620.37,619.8,620.275,42120.0,1248.0,620.074512
META,2025-11-07 20:13:00+00:00,620.275,620.31,619.64,619.6978,52841.0,1600.0,619.895975
META,2025-11-07 20:14:00+00:00,619.7,619.79,619.26,619.7525,53507.0,1556.0,619.519116
META,2025-11-07 20:15:00+00:00,619.745,619.89,618.83,619.0,38107.0,1484.0,619.277433
META,2025-11-07 20:16:00+00:00,619.1499,619.1499,618.38,618.685,58257.0,1861.0,618.747241
META,2025-11-07 20:17:00+00:00,618.685,618.77,617.8,617.8529,56273.0,1652.0,618.323288
META,2025-11-07 20:18:00+00:00,617.82,617.9415,617.0,617.28,57902.0,1582.0,617.407042
META,2025-11-07 20:19:00+00:00,617.27,618.0,617.1,617.5001,45283.0,1439.0,617.587499
META,2025-11-07 20:20:00+00:00,617.63,617.86,617.2,617.35,43661.0,1420.0,617.498222
META,2025-11-07 20:21:00+00:00,617.32,617.52,616.7,617.45,41644.0,1911.0,617.114753
META,2025-11-07 20:22:00+00:00,617.465,618.0,617.36,617.58,32313.0,1318.0,617.638031
META,2025-11-07 20:23:00+00:00,617.6,617.9,617.26,617.88,23339.0,1024.0,617.649638
META,2025-11-07 20:24:00+00:00,617.82,618.2199,617.7644,617.94,23726.0,1048.0,617.957596
META,2025-11-07 20:25:00+00:00,617.81,618.06,617.3701,617.3701,27225.0,1227.0,617.781322
META,2025-11-07 20:26:00+00:00,617.55,617.83,617.28,617.71,27501.0,1142.0,617.505924
META,2025-11-07 20:27:00+00:00,617.71,618.58,617.6355,618.44,30182.0,1164.0,618.085033
META,2025-11-07 20:28:00+00:00,618.37,618.6752,618.3561,618.41,33564.0,1240.0,618.536542
META,2025-11-07 20:29:00+00:00,618.55,619.2499,618.23,618.35,38486.0,1249.0,618.777251
META,2025-11-07 20:30:00+00:00,618.345,619.15,618.31,619.099,39060.0,1293.0,618.880731
META,2025-11-07 20:31:00+00:00,619.1,619.12,618.61,618.84,26975.0,1221.0,618.888452
META,2025-11-07 20:32:00+00:00,618.85,618.89,618.45,618.505,30962.0,1232.0,618.677007
META,2025-11-07 20:33:00+00:00,618.45,618.6399,618.05,618.29,38241.0,1439.0,618.306447
META,2025-11-07 20:34:00+00:00,618.3499,618.64,618.09,618.245,28908.0,1192.0,618.423378
META,2025-11-07 20:35:00+00:00,618.35,618.73,618.32,618.335,25258.0,1064.0,618.525889
META,2025-11-07 20:36:00+00:00,618.41,618.61,618.15,618.24,30711.0,1157.0,618.354789
META,2025-11-07 20:37:00+00:00,618.235,618.34,617.59,617.98,39606.0,1786.0,618.02677
META,2025-11-07 20:38:00+00:00,617.9666,618.6,617.9,618.4401,44158.0,1011.0,618.264891
META,2025-11-07 20:39:00+00:00,618.44,619.0,618.35,618.99,43178.0,1387.0,618.693881
META,2025-11-07 20:40:00+00:00,618.94,619.26,618.7,618.7801,39578.0,1481.0,618.988456
META,2025-11-07 20:41:00+00:00,618.69,618.93,618.15,618.2225,41605.0,1798.0,618.516956
META,2025-11-07 20:42:00+00:00,618.23,619.3199,617.9601,619.0395,41109.0,1665.0,618.592959
META,2025-11-07 20:43:00+00:00,619.075,619.29,618.84,619.085,35113.0,1210.0,619.07103
META,2025-11-07 20:44:00+00:00,619.09,619.69,619.086,619.66,37283.0,1419.0,619.316736
META,2025-11-07 20:45:00+00:00,619.62,619.62,618.8,618.925,43283.0,1648.0,619.022059
META,2025-11-07 20:46:00+00:00,618.89,619.35,618.71,618.83,48890.0,1720.0,619.00672
META,2025-11-07 20:47:00+00:00,618.8844,619.12,618.605,618.64,37234.0,1341.0,618.894489
META,2025-11-07 20:48:00+00:00,618.655,618.97,618.48,618.73,44305.0,1767.0,618.712468
META,2025-11-07 20:49:00+00:00,618.74,618.8161,617.81,617.88,51727.0,2119.0,618.239139
META,2025-11-07 20:50:00+00:00,617.925,619.98,617.925,619.9,133633.0,4432.0,619.27517
META,2025-11-07 20:51:00+00:00,619.915,620.48,619.58,620.1503,95863.0,2994.0,620.065766
META,2025-11-07 20:52:00+00:00,620.25,620.69,619.82,620.69,84921.0,2402.0,620.232143
META,2025-11-07 20:53:00+00:00,620.57,620.81,619.87,619.87,73718.0,2719.0,620.389012
META,2025-11-07 20:54:00+00:00,619.87,620.87,619.69,620.315,80475.0,3160.0,620.31267
META,2025-11-07 20:55:00+00:00,620.315,621.6899,620.2,621.25,125076.0,4675.0,621.256671
META,2025-11-07 20:56:00+00:00,621.29,621.62,621.01,621.2801,109562.0,4223.0,621.342163
META,2025-11-07 20:57:00+00:00,621.3,621.54,621.14,621.39,130877.0,5150.0,621.361157
META,2025-11-07 20:58:00+00:00,621.41,622.1348,621.4,622.06,167506.0,6264.0,621.867539
META,2025-11-07 20:59:00+00:00,622.08,622.08,621.5,621.6984,274593.0,9107.0,621.825329
META,2025-11-07 21:00:00+00:00,621.7,622.2,621.5,621.71,1893034.0,338.0,621.709956
META,2025-11-07 21:01:00+00:00,621.71,622.65,621.3,622.62,8067.0,276.0,622.188353
META,2025-11-07 21:02:00+00:00,622.72,622.8882,622.5001,622.76,19226.0,160.0,622.673112
META,2025-11-07 21:03:00+00:00,622.5,622.5,622.34,622.5,56401.0,190.0,622.462324
META,2025-11-07 21:04:00+00:00,622.75,622.82,622.517,622.81,122798.0,171.0,622.742105
META,2025-11-07 21:05:00+00:00,622.6117,622.817,622.23,622.2301,5933.0,224.0,622.523618
META,2025-11-07 21:06:00+00:00,622.5,622.72,622.17,622.69,4804.0,222.0,622.590748
META,2025-11-07 21:07:00+00:00,622.72,623.48,621.7,623.42,6456.0,230.0,622.588326
META,2025-11-07 21:08:00+00:00,623.32,623.53,623.25,623.48,2709.0,162.0,623.398081
META,2025-11-07 21:09:00+00:00,623.4,623.65,623.1162,623.26,5262.0,242.0,623.457365
META,2025-11-07 21:10:00+00:00,623.4,623.4,623.1359,623.35,17819.0,138.0,623.338505
META,2025-11-07 21:11:00+00:00,623.4,623.8,623.4,623.6,3516.0,237.0,623.593951
META,2025-11-07 21:12:00+00:00,623.5169,623.8,623.5,623.5,3598.0,242.0,623.629851
META,2025-11-07 21:13:00+00:00,623.5001,623.63,623.5,623.5045,2024.0,148.0,623.522363
META,2025-11-07 21:14:00+00:00,623.5,623.51,621.71,623.5,24482.0,260.0,623.445043
META,2025-11-07 21:15:00+00:00,623.51,623.5487,623.24,623.45,2729.0,135.0,623.413852
META,2025-11-07 21:16:00+00:00,623.4,623.94,623.3,623.8,11774.0,254.0,623.694292
META,2025-11-07 21:17:00+00:00,623.69,623.8,623.61,623.69,2045.0,109.0,623.783237
META,2025-11-07 21:18:00+00:00,623.68,623.69,623.5194,623.69,1700.0,113.0,623.666248
META,2025-11-07 21:19:00+00:00,623.55,623.69,623.5,623.5,2369.0,147.0,623.584747
META,2025-11-07 21:20:00+00:00,623.5997,623.79,623.5,623.63,2774.0,118.0,623.595666
META,2025-11-07 21:21:00+00:00,623.5107,623.67,623.5107,623.67,1107.0,88.0,623.585085
META,2025-11-07 21:22:00+00:00,623.79,623.79,623.6,623.75,3126.0,118.0,623.745322
META,2025-11-07 21:23:00+00:00,623.72,623.76,623.6228,623.76,2262.0,88.0,623.733282
META,2025-11-07 21:24:00+00:00,623.73,623.8,623.63,623.72,3147.0,145.0,623.690576
META,2025-11-07 21:25:00+00:00,623.65,623.7,623.5,623.7,2589.0,142.0,623.610053
META,2025-11-07 21:26:00+00:00,623.7,623.78,623.63,623.699,940.0,71.0,623.683269
META,2025-11-07 21:27:00+00:00,623.7,623.7,623.63,623.7,2695.0,106.0,623.658587
META,2025-11-07 21:28:00+00:00,623.63,623.8,623.63,623.79,2618.0,126.0,623.770617
META,2025-11-07 21:29:00+00:00,623.8,623.8,623.6326,623.6326,2135.0,131.0,623.765588
META,2025-11-07 21:30:00+00:00,623.7,623.8,623.66,623.77,3493.0,100.0,623.764096
META,2025-11-07 21:31:00+00:00,623.71,623.8,623.5,623.5,5541.0,180.0,623.662787
META,2025-11-07 21:32:00+00:00,623.53,623.59,623.45,623.59,4967.0,58.0,623.577413
META,2025-11-07 21:33:00+00:00,623.6,623.68,623.4622,623.4622,1317.0,61.0,623.584957
META,2025-11-07 21:34:00+00:00,623.68,623.77,623.6319,623.77,1024.0,73.0,623.695878
META,2025-11-07 21:35:00+00:00,623.79,623.8,623.73,623.8,1588.0,79.0,623.784154
META,2025-11-07 21:36:00+00:00,623.8,623.8,623.7,623.71,780.0,81.0,623.743355
META,2025-11-07 21:37:00+00:00,623.6981,623.6981,623.6981,623.6981,198.0,43.0,623.6981
META,2025-11-07 21:38:00+00:00,623.7,623.7,623.45,623.6,3380.0,124.0,623.578107
META,2025-11-07 21:39:00+00:00,623.45,623.47,623.45,623.45,986.0,72.0,623.452584
META,2025-11-07 21:40:00+00:00,623.36,623.59,623.36,623.59,3741.0,98.0,623.457416
META,2025-11-07 21:41:00+00:00,623.6,623.6,623.55,623.55,1622.0,80.0,623.556789
META,2025-11-07 21:42:00+00:00,623.4284,623.49,623.25,623.25,2684.0,84.0,623.326033
META,2025-11-07 21:43:00+00:00,623.49,623.5595,623.48,623.5595,1443.0,77.0,623.524833
META,2025-11-07 21:44:00+00:00,623.44,623.54,623.44,623.54,920.0,60.0,623.493043
META,2025-11-07 21:45:00+00:00,623.6,623.6,623.35,623.48,3485.0,145.0,623.449196
META,2025-11-07 21:46:00+00:00,623.26,623.6,623.26,623.6,2062.0,85.0,623.495313
META,2025-11-07 21:47:00+00:00,623.62,623.64,623.6,623.64,1614.0,67.0,623.629567
META,2025-11-07 21:48:00+00:00,623.61,623.69,623.53,623.53,2353.0,93.0,623.616471
META,2025-11-07 21:49:00+00:00,623.6,623.83,623.59,623.8,5859.0,145.0,623.739531
META,2025-11-07 21:50:00+00:00,623.8,623.8,623.75,623.8,975.0,75.0,623.776583
META,2025-11-07 21:51:00+00:00,623.8,623.8,623.7011,623.7011,1689.0,81.0,623.763937
META,2025-11-07 21:52:00+00:00,623.75,623.7999,623.71,623.71,2138.0,92.0,623.757082
META,2025-11-07 21:53:00+00:00,623.77,623.79,623.7,623.7,1051.0,64.0,623.7225
META,2025-11-07 21:54:00+00:00,623.7,623.88,623.7,623.7,304449.0,138.0,623.76445
META,2025-11-07 21:55:00+00:00,623.7,623.71,623.5374,623.67,322631.0,117.0,623.685799
META,2025-11-07 21:56:00+00:00,623.74,623.76,623.5635,623.76,1254.0,64.0,623.744406
META,2025-11-07 21:57:00+00:00,623.75,623.75,623.66,623.68,629.0,52.0,623.716737
META,2025-11-07 21:59:00+00:00,623.75,623.79,623.6,623.71,1739.0,113.0,623.737854
META,2025-11-07 22:00:00+00:00,623.66,623.8,623.6,623.79,3382.0,140.0,623.738453
META,2025-11-07 22:01:00+00:00,623.77,623.8,623.6,623.79,2713.0,80.0,623.771056
META,2025-11-07 22:03:00+00:00,623.79,623.8,623.7008,623.71,1071.0,61.0,623.780298
META,2025-11-07 22:04:00+00:00,623.7112,623.76,623.6136,623.6136,614.0,63.0,623.717931
META,2025-11-07 22:05:00+00:00,623.61,623.79,623.61,623.75,1531.0,54.0,623.724426
META,2025-11-07 22:06:00+00:00,623.62,624.2,623.62,624.2,14147.0,187.0,623.904519
META,2025-11-07 22:07:00+00:00,624.19,624.4911,624.1,624.38,3045.0,85.0,624.23756
META,2025-11-07 22:08:00+00:00,624.4675,624.4937,624.1346,624.43,1790.0,85.0,624.295966
META,2025-11-07 22:09:00+00:00,624.49,624.51,624.3202,624.4,1809.0,91.0,624.474208
META,2025-11-07 22:10:00+00:00,624.47,624.51,624.32,624.45,2792.0,69.0,624.408888
META,2025-11-07 22:11:00+00:00,624.38,624.51,624.15,624.47,2302.0,112.0,624.384579
META,2025-11-07 22:12:00+00:00,624.46,624.46,624.25,624.25,1363.0,76.0,624.365052
META,2025-11-07 22:13:00+00:00,624.45,624.47,624.35,624.4,1419.0,61.0,624.430467
META,2025-11-07 22:14:00+00:00,624.5,624.5081,624.0393,624.38,2353.0,115.0,624.372655
META,2025-11-07 22:16:00+00:00,624.36,624.5,624.36,624.47,1577.0,68.0,624.426995
META,2025-11-07 22:17:00+00:00,624.43,624.51,624.33,624.33,2141.0,142.0,624.426144
META,2025-11-07 22:18:00+00:00,624.43,624.43,624.37,624.43,1134.0,57.0,624.42293
META,2025-11-07 22:19:00+00:00,624.51,624.52,624.26,624.26,4590.0,116.0,624.456072
META,2025-11-07 22:20:00+00:00,624.3,624.3,624.2548,624.3,933.0,56.0,624.289691
META,2025-11-07 22:21:00+00:00,624.35,624.4,624.35,624.4,415.0,53.0,624.37619
META,2025-11-07 22:22:00+00:00,624.4,624.4,624.3,624.3,406.0,46.0,624.355224
META,2025-11-07 22:23:00+00:00,624.3,624.49,624.3,624.49,2870.0,81.0,624.387575
META,2025-11-07 22:24:00+00:00,624.45,624.49,624.36,624.36,639.0,75.0,624.4568
META,2025-11-07 22:25:00+00:00,624.4,624.4,624.33,624.33,252.0,37.0,624.361111
META,2025-11-07 22:26:00+00:00,624.4,624.4,624.36,624.38,541.0,28.0,624.385224
META,2025-11-07 22:27:00+00:00,624.4,624.55,624.3999,624.51,5166.0,86.0,624.49204
META,2025-11-07 22:28:00+00:00,624.51,625.0,624.5,624.68,11529.0,232.0,624.692572
META,2025-11-07 22:29:00+00:00,624.81,625.05,624.8,624.9999,1841.0,51.0,624.858506
META,2025-11-07 22:30:00+00:00,625.0,625.0,624.96,624.96,599.0,66.0,624.987541
META,2025-11-07 22:31:00+00:00,625.0,625.35,624.98,625.35,1961.0,127.0,625.027556
META,2025-11-07 22:32:00+00:00,625.4649,625.4649,625.05,625.46,695.0,47.0,625.39509
META,2025-11-07 22:33:00+00:00,625.29,625.4,625.15,625.3852,1735.0,65.0,625.182921
META,2025-11-07 22:34:00+00:00,625.0267,625.35,625.0267,625.35,533.0,41.0,625.167265
META,2025-11-07 22:35:00+00:00,625.2,625.38,625.01,625.0487,703.0,50.0,625.094113
META,2025-11-07 22:36:00+00:00,625.0362,625.0362,625.0362,625.0362,374.0,51.0,625.0362
META,2025-11-07 22:37:00+00:00,625.0422,625.2,625.0422,625.17,494.0,50.0,625.160817
META,2025-11-07 22:38:00+00:00,625.2,625.2,625.2,625.2,565.0,60.0,625.2
META,2025-11-07 22:39:00+00:00,625.11,625.2,625.11,625.2,1195.0,68.0,625.165635
META,2025-11-07 22:40:00+00:00,625.2,625.25,625.2,625.25,651.0,45.0,625.207129
META,2025-11-07 22:42:00+00:00,625.229,625.25,625.229,625.25,771.0,33.0,625.239697
META,2025-11-07 22:43:00+00:00,625.21,625.3,625.21,625.27,2353.0,68.0,625.218556
META,2025-11-07 22:44:00+00:00,625.37,625.37,625.37,625.37,314.0,68.0,625.37
META,2025-11-07 22:45:00+00:00,625.39,625.48,625.39,625.4,3446.0,71.0,625.425479
META,2025-11-07 22:46:00+00:00,625.4,625.42,625.3,625.3,1434.0,60.0,625.395915
META,2025-11-07 22:47:00+00:00,625.31,625.4,625.31,625.4,1479.0,84.0,625.363993
META,2025-11-07 22:48:00+00:00,625.34,625.48,625.34,625.4,1180.0,62.0,625.405298
META,2025-11-07 22:49:00+00:00,625.48,625.48,625.48,625.48,235.0,40.0,625.48
META,2025-11-07 22:50:00+00:00,625.48,625.48,625.45,625.4791,1299.0,38.0,625.453878
META,2025-11-07 22:51:00+00:00,625.48,625.55,625.48,625.55,2171.0,116.0,625.51823
META,2025-11-07 22:52:00+00:00,625.52,625.52,625.01,625.39,1849.0,145.0,625.413057
META,2025-11-07 22:53:00+00:00,625.4,625.4,625.16,625.2,584.0,64.0,625.249394
META,2025-11-07 22:54:00+00:00,625.1148,625.32,625.1,625.3,555.0,51.0,625.197125
META,2025-11-07 22:55:00+00:00,625.11,625.19,624.8,625.0,3107.0,155.0,624.975436
META,2025-11-07 22:56:00+00:00,625.0,625.0,624.8333,624.8333,2395.0,68.0,624.977837
META,2025-11-07 22:57:00+00:00,625.0,625.0,624.8,624.8,328.0,57.0,624.914286
META,2025-11-07 22:58:00+00:00,624.95,625.0,624.95,625.0,312.0,43.0,624.964286
META,2025-11-07 22:59:00+00:00,624.9243,624.9243,624.92,624.92,351.0,66.0,624.921933
META,2025-11-07 23:00:00+00:00,625.0,625.0,624.982,624.982,376.0,34.0,624.990722
META,2025-11-07 23:01:00+00:00,624.9499,624.95,624.8,624.9,1529.0,54.0,624.847899
META,2025-11-07 23:02:00+00:00,624.88,625.42,624.88,625.42,9771.0,58.0,625.034707
